*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 24, 2025 14:14:59

*RUN   1        : 1                         CSCER048 TUDU1501    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         CSCER048
  
!                                                                                                                                      NO3 (ppm) at soil dep. (cm):                                            NH4 (ppm) at soil dep. (cm):                                            Total Inorganic N @dep(ppm):
!                                                                                                                                       0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD   NURTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDNC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NI9D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NH9D    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    NT9D    
   15 156    80     0     0    30.0    27.9     2.1     0.0   12.49   19.38    0.04    0.41    0.00   12.09   11.72    1.63    0.00    0.71     0.5     0.5    0.51    0.74    1.20    1.38    1.07    0.99    0.18    0.17    0.11    0.09    0.09    0.07    0.07    0.05    0.05    0.88    0.71    0.64    0.61    0.83    1.27    1.44    1.12    1.04
   15 157    81     0     0    30.2    28.1     2.1     0.0   13.00   19.87    0.04    0.41    0.00   12.59   12.04    1.63    0.00    0.75     0.6     0.5    0.51    0.73    1.19    1.39    1.08    1.00    0.17    0.16    0.10    0.09    0.09    0.07    0.07    0.05    0.05    0.92    0.72    0.63    0.60    0.82    1.26    1.46    1.14    1.05
   15 158    82     0     0    30.5    28.3     2.1     0.0   13.53   20.38    0.04    0.41    0.00   13.12   12.29    1.63    0.00    0.80     0.6     0.5    0.53    0.72    1.18    1.40    1.10    1.01    0.18    0.15    0.10    0.09    0.09    0.07    0.07    0.05    0.05    0.98    0.73    0.62    0.63    0.81    1.25    1.47    1.15    1.07
   15 159    83     0     0    30.7    28.6     2.1     0.0   14.06   20.91    0.04    0.41    0.00   13.65   12.61    1.63    0.00    0.42     0.8     0.5    0.53    0.71    1.16    1.41    1.11    1.02    0.18    0.14    0.09    0.09    0.09    0.07    0.07    0.06    0.05    0.60    0.93    0.63    0.63    0.80    1.24    1.48    1.17    1.08
   15 160    84     0     0    30.9    28.8     2.2     0.0   14.62   21.40    0.04    0.41    0.00   14.21   12.90    1.63    0.00    0.41     0.8     0.5    0.53    0.70    1.15    1.42    1.12    1.04    0.22    0.17    0.09    0.09    0.09    0.07    0.07    0.06    0.05    0.64    1.00    0.63    0.62    0.79    1.23    1.49    1.18    1.09
   15 161    85     0     0    31.0    28.8     2.2     0.0   15.14   21.87    0.04    0.41    0.00   14.73   13.37    1.63    0.00    0.46     0.7     0.5    0.53    0.69    1.14    1.42    1.13    1.05    0.25    0.19    0.08    0.09    0.10    0.07    0.07    0.06    0.05    0.71    0.91    0.63    0.62    0.79    1.21    1.49    1.19    1.10
   15 162    86     0     0    31.0    28.7     2.3     0.0   15.61   22.31    0.04    0.41    0.00   15.20   13.86    1.63    0.00    0.56     0.6     0.5    0.53    0.69    1.12    1.42    1.14    1.05    0.27    0.21    0.08    0.09    0.10    0.08    0.07    0.06    0.05    0.83    0.80    0.63    0.62    0.78    1.20    1.49    1.20    1.11
   15 163    87     0     0    30.8    28.6     2.3     0.0   16.05   22.74    0.04    0.41    0.00   15.64   14.43    1.63    0.00    0.47     0.5     0.5    0.53    0.68    1.11    1.42    1.15    1.06    0.28    0.22    0.08    0.09    0.09    0.08    0.07    0.06    0.05    0.75    0.71    0.62    0.61    0.78    1.18    1.49    1.21    1.12
   15 164    88     0     0    31.0    28.7     2.3     0.0   16.48   23.17    0.04    0.41    0.00   16.07   14.68    1.63    0.00    0.42     0.6     0.5    0.52    0.67    1.09    1.42    1.16    1.07    0.28    0.23    0.08    0.09    0.09    0.07    0.07    0.06    0.05    0.70    0.82    0.62    0.61    0.77    1.17    1.49    1.22    1.12
   15 165    89     0     0    31.1    28.8     2.3     0.0   16.94   23.61    0.04    0.41    0.00   16.53   15.06    1.63    0.00    0.30     0.5     0.7    0.52    0.67    1.08    1.41    1.17    1.08    0.31    0.24    0.08    0.08    0.09    0.08    0.07    0.06    0.05    0.60    0.72    0.73    0.61    0.77    1.15    1.48    1.23    1.13
   15 166    90     0     0    31.4    29.0     2.4     0.0   17.48   24.07    0.04    0.41    0.00   17.07   15.31    1.63    0.00    0.23     0.4     0.7    0.65    0.68    1.06    1.40    1.18    1.09    0.33    0.27    0.09    0.08    0.09    0.08    0.07    0.06    0.05    0.56    0.67    0.75    0.73    0.77    1.14    1.47    1.24    1.14
   15 167    91     0     0    31.5    29.1     2.5     0.0   18.03   24.52    0.04    0.41    0.00   17.62   15.71    1.63    0.00    0.26     0.4     0.5    0.65    0.76    1.05    1.39    1.19    1.10    0.36    0.30    0.10    0.09    0.09    0.08    0.07    0.06    0.05    0.63    0.68    0.63    0.74    0.85    1.13    1.47    1.25    1.15
   15 168    92     0     0    31.6    29.0     2.5     0.0   18.58   25.02    0.04    0.41    0.00   18.17   16.23    1.63    0.00    0.36     0.4     0.4    0.61    0.79    1.05    1.39    1.20    1.11    0.37    0.31    0.11    0.09    0.09    0.08    0.07    0.06    0.05    0.73    0.72    0.54    0.70    0.88    1.12    1.46    1.26    1.16
   15 169    93     0     0    31.7    29.1     2.5     0.0   19.09   25.51    0.04    0.41    0.00   18.68   16.63    1.63    0.00    0.34     0.5     0.5    0.58    0.76    1.04    1.38    1.21    1.11    0.36    0.31    0.12    0.09    0.09    0.08    0.07    0.06    0.05    0.71    0.78    0.59    0.67    0.86    1.11    1.45    1.27    1.17
   15 170    94     0     0    31.7    29.1     2.6     0.0   19.54   25.92    0.04    0.41    0.00   19.13   17.06    1.63    0.00    0.39     0.5     0.5    0.53    0.70    1.07    1.36    1.22    1.12    0.38    0.31    0.12    0.10    0.09    0.08    0.07    0.06    0.05    0.78    0.79    0.60    0.62    0.80    1.14    1.44    1.27    1.18
   15 171    95     0     0    31.6    29.1     2.6     0.0   19.94   26.33    0.04    0.41    0.00   19.53   17.49    1.63    0.00    0.46     0.5     0.5    0.48    0.66    1.05    1.35    1.22    1.13    0.38    0.31    0.12    0.10    0.09    0.08    0.07    0.06    0.05    0.84    0.83    0.62    0.58    0.76    1.12    1.42    1.28    1.18
   15 172    96     0     0    31.6    29.0     2.6     0.0   20.32   26.73    0.04    0.41    0.00   19.91   17.96    1.63    0.00    0.53     0.4     0.5    0.50    0.63    1.02    1.34    1.23    1.14    0.38    0.31    0.13    0.10    0.09    0.07    0.07    0.06    0.05    0.91    0.74    0.64    0.60    0.72    1.09    1.41    1.29    1.19
   15 173    97     0     0    31.4    28.9     2.5     0.0   20.68   27.13    0.04    0.41    0.00   20.28   18.46    1.63    0.00    0.36     0.5     0.5    0.52    0.61    1.00    1.33    1.24    1.14    0.37    0.31    0.12    0.10    0.09    0.07    0.07    0.06    0.05    0.73    0.79    0.59    0.62    0.71    1.07    1.40    1.29    1.19
   15 174    98     0     0    31.3    28.8     2.5     0.0   21.06   27.50    0.04    0.41    0.00   20.65   18.92    1.63    0.00    0.39     0.5     0.5    0.48    0.59    0.97    1.31    1.24    1.15    0.39    0.31    0.13    0.10    0.09    0.07    0.07    0.05    0.05    0.78    0.81    0.62    0.58    0.68    1.04    1.38    1.30    1.20
   15 175    99     0     0    31.4    28.9     2.5     0.0   21.43   27.87    0.04    0.41    0.00   21.03   19.24    1.63    0.00    0.44     0.5     0.5    0.50    0.55    0.94    1.31    1.25    1.16    0.39    0.31    0.13    0.10    0.09    0.07    0.07    0.05    0.05    0.84    0.83    0.63    0.60    0.64    1.01    1.38    1.31    1.21
   15 176   100     0     0    31.3    28.8     2.5     0.0   21.82   28.28    0.04    0.41    0.00   21.41   19.73    1.63    0.00    0.54     0.4     0.5    0.51    0.52    0.92    1.30    1.26    1.16    0.39    0.31    0.13    0.10    0.09    0.07    0.07    0.05    0.05    0.93    0.73    0.65    0.61    0.61    0.99    1.37    1.31    1.21
   15 177   101     0     0    31.2    28.7     2.5     0.0   22.22   28.69    0.04    0.41    0.00   21.81   20.25    1.63    0.00    0.54     0.5     0.5    0.49    0.51    0.90    1.29    1.26    1.17    0.38    0.30    0.13    0.10    0.09    0.07    0.07    0.05    0.05    0.92    0.77    0.60    0.59    0.61    0.97    1.36    1.32    1.22
   15 178   102     0     0    31.1    28.6     2.5     0.0   22.64   29.13    0.04    0.41    0.00   22.24   20.71    1.63    0.00    0.42     0.5     0.5    0.50    0.48    0.87    1.27    1.27    1.18    0.37    0.30    0.12    0.10    0.09    0.07    0.07    0.05    0.05    0.79    0.81    0.62    0.60    0.57    0.94    1.34    1.33    1.23
   15 179   103     0     0    31.2    28.7     2.5     0.0   23.08   29.57    0.04    0.41    0.00   22.67   21.08    1.63    0.00    0.49     0.4     0.5    0.52    0.50    0.84    1.25    1.28    1.18    0.36    0.29    0.12    0.10    0.09    0.07    0.07    0.05    0.05    0.85    0.74    0.64    0.62    0.59    0.91    1.32    1.33    1.23
   15 180   104     0     0    31.3    28.8     2.5     0.0   23.55   30.04    0.04    0.41    0.00   23.14   21.43    1.63    0.00    0.57     0.5     0.5    0.50    0.52    0.83    1.24    1.29    1.19    0.35    0.29    0.12    0.10    0.09    0.07    0.07    0.06    0.05    0.91    0.78    0.60    0.60    0.61    0.90    1.31    1.34    1.24
   15 181   105     0     0    31.4    29.0     2.5     0.0   24.04   30.54    0.04    0.41    0.00   23.63   21.79    1.63    0.00    0.58     0.6     0.5    0.52    0.49    0.80    1.22    1.30    1.20    0.32    0.28    0.12    0.10    0.10    0.07    0.07    0.06    0.05    0.90    0.83    0.63    0.63    0.58    0.87    1.29    1.36    1.25
   15 182   106     0     0    31.7    29.2     2.5     0.0   24.58   31.08    0.04    0.41    0.00   24.17   22.06    1.63    0.00    0.64     0.6     0.5    0.52    0.51    0.79    1.22    1.31    1.21    0.30    0.27    0.12    0.10    0.10    0.08    0.07    0.06    0.05    0.94    0.83    0.66    0.62    0.61    0.87    1.29    1.37    1.27
   15 183   107    40     1    71.9    49.5    22.4     0.0   25.13   31.65    0.04    0.41    0.04   24.72   22.43    1.63    0.00   31.75     0.6     0.5    0.51    0.53    0.78    1.21    1.32    1.22   31.19    0.26    0.12    0.10    0.10    0.08    0.07    0.06    0.05   62.94    0.83    0.64    0.61    0.63    0.86    1.29    1.38    1.28
   15 184   108    40     1    71.8    54.0    17.9     0.0   25.70   36.63    0.04    0.41    0.07   25.30   22.97    1.63    0.00   38.50     0.6     0.5    0.54    0.52    0.77    1.21    1.34    1.23   24.19    0.24    0.12    0.10    0.10    0.08    0.07    0.06    0.05   62.69    0.82    0.62    0.64    0.62    0.85    1.28    1.39    1.29
   15 185   109    40     1    71.8    57.5    14.3     0.0   26.30   40.67    0.04    0.41    0.10   25.89   23.49    1.63    0.00   43.80     0.6     0.5    0.52    0.51    0.76    1.19    1.35    1.25   18.76    0.22    0.12    0.10    0.10    0.08    0.07    0.06    0.06   62.57    0.81    0.65    0.62    0.61    0.83    1.27    1.41    1.30
   15 186   110    40     1    72.0    60.4    11.6     0.0   26.92   44.01    0.04    0.41    0.13   26.51   23.95    1.63    0.00   48.01     0.6     0.5    0.50    0.54    0.74    1.18    1.36    1.26   14.52    0.20    0.11    0.10    0.10    0.08    0.07    0.06    0.06   62.53    0.81    0.63    0.60    0.63    0.82    1.26    1.42    1.32
   15 187   111    40     1    72.1    62.7     9.4     0.0   27.55   46.76    0.04    0.41    0.15   27.14   24.35    1.63    0.00   51.26     0.6     0.5    0.54    0.53    0.73    1.17    1.38    1.27   11.25    0.17    0.11    0.10    0.10    0.08    0.07    0.06    0.06   62.51    0.82    0.61    0.63    0.63    0.81    1.25    1.44    1.33
   15 188   112    40     1    72.4    64.8     7.5     0.0   28.20   49.27    0.04    0.41    0.18   27.79   24.72    1.63    0.00   54.14     0.7     0.5    0.53    0.53    0.72    1.17    1.40    1.29    8.36    0.16    0.10    0.10    0.10    0.08    0.07    0.06    0.06   62.50    0.83    0.64    0.63    0.62    0.80    1.24    1.46    1.35
   15 189   113    40     1    72.6    67.0     5.6     0.0   28.88   51.82    0.04    0.41    0.21   28.47   25.14    1.63    0.00   47.72     5.3     0.5    0.53    0.52    0.72    1.16    1.41    1.30    5.48    0.14    0.09    0.09    0.09    0.08    0.07    0.06    0.06   53.20    5.45    0.64    0.62    0.62    0.79    1.24    1.47    1.36
   15 190   114    40     1    72.0    67.5     4.4     0.0   29.55   53.36    0.04    0.41    0.25   29.14   26.41    1.63    0.00   45.91     6.3     0.6    0.54    0.54    0.72    1.17    1.43    1.32    3.66    0.15    0.09    0.09    0.09    0.08    0.07    0.06    0.06   49.56    6.48    0.65    0.63    0.63    0.80    1.24    1.49    1.38
   15 191   115    40     1    71.5    67.9     3.7     0.0   30.14   54.49    0.04    0.41    0.33   29.73   27.35    1.63    0.00   47.03     5.8     0.6    0.56    0.56    0.74    1.18    1.44    1.33    2.44    0.15    0.08    0.09    0.09    0.08    0.08    0.06    0.06   49.47    5.93    0.66    0.65    0.65    0.82    1.26    1.50    1.39
   15 192   116    40     1    71.0    67.8     3.2     0.0   30.65   55.29    0.04    0.41    0.38   30.24   28.38    1.63    0.00   46.47     5.7     0.6    0.57    0.58    0.75    1.19    1.45    1.34    1.73    0.15    0.08    0.09    0.09    0.08    0.08    0.06    0.06   48.20    5.86    0.67    0.66    0.67    0.83    1.27    1.51    1.40
   15 193   117    40     1    70.1    67.2     2.8     0.0   31.11   55.94    0.04    0.41    0.41   30.70   29.69    1.63    0.00   45.44     5.6     0.6    0.58    0.58    0.76    1.20    1.47    1.35    1.21    0.15    0.08    0.09    0.09    0.08    0.08    0.06    0.06   46.65    5.75    0.68    0.67    0.67    0.84    1.27    1.53    1.41
   15 194   118    40     1    69.0    66.4     2.6     0.0   31.53   56.50    0.04    0.41    0.45   31.12   31.12    1.63    0.00   44.30     5.5     0.6    0.58    0.58    0.75    1.19    1.48    1.36    0.85    0.14    0.08    0.08    0.09    0.08    0.07    0.06    0.06   45.15    5.61    0.68    0.66    0.67    0.83    1.27    1.54    1.42
   15 195   119    40     1    68.3    65.9     2.4     0.0   31.96   57.02    0.04    0.41    0.48   31.55   32.20    1.63    0.00   43.68     5.3     0.6    0.58    0.58    0.74    1.18    1.49    1.37    0.63    0.14    0.08    0.08    0.09    0.08    0.07    0.06    0.06   44.31    5.45    0.68    0.66    0.66    0.82    1.26    1.55    1.43
   15 196   120    40     1    67.6    65.3     2.3     0.0   32.41   57.54    0.04    0.41    0.51   32.00   33.33    1.63    0.00   42.90     5.2     0.6    0.57    0.57    0.73    1.17    1.50    1.38    0.45    0.13    0.07    0.08    0.09    0.08    0.07    0.06    0.06   43.34    5.30    0.68    0.65    0.66    0.81    1.25    1.56    1.44
   15 197   121    40     1    67.4    65.2     2.2     0.0   32.90   58.09    0.04    0.41    0.54   32.49   33.99    1.63    0.00   42.72     5.1     0.6    0.58    0.57    0.73    1.16    1.51    1.40    0.34    0.13    0.07    0.08    0.08    0.08    0.07    0.06    0.06   43.06    5.18    0.68    0.65    0.66    0.80    1.24    1.57    1.45
   15 198   122    40     1    67.4    65.3     2.1     0.0   33.39   58.63    0.04    0.41    0.57   32.98   34.46    1.63    0.00   42.72     5.0     0.6    0.58    0.58    0.72    1.16    1.53    1.41    0.26    0.12    0.07    0.07    0.08    0.08    0.07    0.06    0.06   42.98    5.07    0.68    0.65    0.66    0.80    1.23    1.59    1.47
   15 199   123    40     1    67.5    65.5     2.0     0.0   33.89   59.17    0.04    0.41    0.59   33.48   34.83    1.63    0.00   42.81     4.9     0.6    0.59    0.58    0.72    1.15    1.54    1.42    0.20    0.12    0.07    0.07    0.08    0.07    0.07    0.06    0.06   43.01    4.98    0.69    0.66    0.66    0.80    1.23    1.60    1.48
   15 200   124    40     1    67.7    65.7     2.0     0.0   34.41   59.73    0.04    0.41    0.62   34.00   35.13    1.63    0.00   42.94     4.8     0.6    0.60    0.59    0.72    1.15    1.55    1.44    0.15    0.11    0.06    0.07    0.07    0.07    0.07    0.06    0.06   43.09    4.91    0.69    0.66    0.66    0.79    1.23    1.62    1.49
   15 201   125    40     1    67.9    66.0     1.9     0.0   34.92   60.28    0.04    0.41    0.64   34.52   35.40    1.63    0.00   43.05     4.7     0.6    0.61    0.60    0.72    1.15    1.57    1.45    0.12    0.10    0.06    0.06    0.07    0.07    0.07    0.06    0.06   43.16    4.84    0.70    0.67    0.67    0.80    1.22    1.63    1.51
   15 202   126    40     1    68.2    66.3     1.9     0.0   35.44   60.82    0.04    0.41    0.66   35.03   35.66    1.63    0.00   43.14     4.7     0.6    0.62    0.61    0.73    1.15    1.58    1.46    0.09    0.10    0.06    0.06    0.07    0.07    0.07    0.06    0.06   43.23    4.78    0.71    0.68    0.68    0.80    1.22    1.65    1.52
   15 203   127    40     1    68.4    66.6     1.8     0.0   35.95   61.35    0.04    0.41    0.69   35.54   35.88    1.63    0.00   43.23     4.6     0.7    0.63    0.62    0.73    1.15    1.60    1.48    0.07    0.09    0.06    0.06    0.06    0.07    0.07    0.06    0.06   43.30    4.73    0.72    0.68    0.68    0.80    1.22    1.66    1.54
   15 204   128    40     1    68.7    66.9     1.8     0.0   36.45   61.87    0.04    0.41    0.71   36.04   36.08    1.63    0.00   43.32     4.6     0.7    0.64    0.63    0.74    1.15    1.62    1.49    0.05    0.09    0.06    0.06    0.06    0.06    0.07    0.06    0.06   43.37    4.69    0.72    0.69    0.69    0.80    1.22    1.68    1.55
   15 205   129    40     1    69.0    67.2     1.8     0.0   36.95   62.38    0.04    0.41    0.72   36.54   36.26    1.63    0.00   43.40     4.6     0.7    0.65    0.64    0.75    1.16    1.63    1.51    0.06    0.08    0.05    0.05    0.06    0.06    0.07    0.06    0.06   43.46    4.65    0.73    0.70    0.70    0.81    1.22    1.69    1.57
   15 206   130    40     1    69.3    67.6     1.7     0.0   37.43   62.87    0.04    0.41    0.73   37.02   36.44    1.63    0.00   43.47     4.5     0.7    0.66    0.65    0.75    1.16    1.65    1.52    0.06    0.08    0.05    0.05    0.06    0.06    0.06    0.06    0.06   43.53    4.61    0.74    0.71    0.71    0.81    1.23    1.71    1.58
   15 207   131    40     1    69.6    67.9     1.7     0.0   37.89   63.34    0.04    0.41    0.75   37.48   36.59    1.63    0.00   43.55     4.5     0.7    0.66    0.66    0.76    1.16    1.66    1.54    0.06    0.08    0.05    0.05    0.06    0.06    0.06    0.06    0.06   43.62    4.58    0.75    0.72    0.72    0.82    1.23    1.72    1.59
   15 208   132    40     1    69.9    68.1     1.7     0.0   38.30   63.76    0.04    0.41    0.76   37.89   36.72    1.63    0.00   43.64     4.5     0.7    0.67    0.67    0.77    1.17    1.67    1.55    0.06    0.07    0.05    0.05    0.05    0.05    0.06    0.06    0.06   43.70    4.54    0.76    0.72    0.72    0.82    1.23    1.73    1.61
   15 209   133    40     1    70.1    68.4     1.7     0.0   38.70   64.14    0.04    0.41    0.78   38.29   36.86    1.63    0.00   43.70     4.4     0.7    0.68    0.67    0.77    1.17    1.69    1.56    0.09    0.07    0.05    0.05    0.05    0.05    0.06    0.06    0.06   43.79    4.51    0.76    0.73    0.73    0.83    1.23    1.75    1.62
   15 210   134    40     1    69.3    67.6     1.7     0.0   39.07   64.51    0.04    0.41    0.80   38.66   38.04    1.63    0.00   42.13     4.4     0.7    0.68    0.68    0.78    1.17    1.70    1.57    0.10    0.07    0.05    0.05    0.05    0.05    0.06    0.06    0.06   42.23    4.48    0.77    0.73    0.73    0.83    1.23    1.76    1.63
   15 211   135    40     1    68.7    67.0     1.7     0.0   39.41   64.85    0.04    0.41    0.82   39.00   38.97    1.63    0.00   40.95     4.4     0.7    0.69    0.69    0.78    1.17    1.71    1.58    0.09    0.07    0.05    0.05    0.05    0.05    0.06    0.06    0.06   41.04    4.45    0.77    0.74    0.74    0.83    1.23    1.77    1.64
   15 212   136    40     1    68.3    66.7     1.6     0.0   39.71   65.17    0.04    0.41    0.84   39.31   39.57    1.63    0.00   40.26     4.4     0.7    0.69    0.69    0.79    1.18    1.72    1.59    0.08    0.07    0.05    0.05    0.05    0.05    0.06    0.06    0.06   40.33    4.42    0.78    0.74    0.74    0.83    1.23    1.78    1.65
   15 213   137    40     1    68.5    66.8     1.6     0.0   40.02   65.48    0.04    0.41    0.84   39.61   39.76    1.63    0.00   40.20     4.3     0.7    0.70    0.69    0.79    1.18    1.73    1.60    0.09    0.07    0.05    0.05    0.05    0.05    0.05    0.06    0.06   40.29    4.40    0.78    0.74    0.75    0.84    1.23    1.79    1.66
   15 214   138    40     1    68.6    67.0     1.6     0.0   40.32   65.79    0.04    0.41    0.84   39.91   39.87    1.63    0.00   40.25     4.3     0.7    0.70    0.70    0.79    1.18    1.74    1.61    0.10    0.07    0.05    0.05    0.05    0.05    0.05    0.06    0.06   40.34    4.37    0.78    0.75    0.75    0.84    1.23    1.80    1.67
   15 215   139    40     1    68.9    67.3     1.6     0.0   40.61   66.09    0.04    0.41    0.84   40.20   39.96    1.63    0.00   40.33     4.3     0.7    0.70    0.70    0.80    1.18    1.75    1.63    0.10    0.07    0.05    0.05    0.05    0.05    0.05    0.06    0.06   40.43    4.34    0.79    0.75    0.75    0.84    1.23    1.81    1.68
   15 216   140    40     1    69.1    67.5     1.6     0.0   40.93   66.42    0.04    0.41    0.84   40.52   40.04    1.63    0.00   40.41     4.3     0.7    0.71    0.71    0.80    1.19    1.76    1.64    0.11    0.06    0.05    0.05    0.05    0.05    0.05    0.06    0.06   40.51    4.32    0.79    0.76    0.76    0.85    1.24    1.82    1.69
   15 217   141    40     1    69.3    67.8     1.6     0.0   41.27   66.76    0.04    0.41    0.84   40.86   40.11    1.63    0.00   40.49     4.2     0.8    0.72    0.72    0.81    1.19    1.77    1.65    0.11    0.06    0.05    0.05    0.05    0.04    0.05    0.06    0.06   40.59    4.30    0.80    0.76    0.76    0.85    1.24    1.83    1.70
   15 218   142    40     1    69.6    68.1     1.6     0.0   41.63   67.13    0.04    0.41    0.85   41.22   40.19    1.63    0.00   40.57     4.2     0.8    0.72    0.72    0.81    1.20    1.78    1.66    0.11    0.06    0.05    0.04    0.05    0.04    0.05    0.06    0.06   40.68    4.28    0.81    0.77    0.77    0.86    1.25    1.84    1.72
   15 219   143    40     1    69.9    68.4     1.6     0.0   42.01   67.52    0.04    0.41    0.87   41.61   40.25    1.63    0.00   40.65     4.2     0.8    0.73    0.73    0.82    1.20    1.80    1.67    0.08    0.06    0.04    0.04    0.05    0.04    0.05    0.06    0.06   40.73    4.26    0.82    0.78    0.78    0.86    1.25    1.86    1.73
   15 220   144    40     1    70.2    68.7     1.5     0.0   42.42   67.92    0.04    0.41    0.88   42.01   40.32    1.63    0.00   40.73     4.2     0.8    0.74    0.74    0.83    1.21    1.81    1.69    0.06    0.06    0.04    0.04    0.05    0.04    0.05    0.06    0.06   40.78    4.24    0.83    0.78    0.79    0.87    1.26    1.87    1.74
   15 221   145    40     1    70.6    69.1     1.5     0.0   42.85   68.35    0.04    0.41    0.90   42.44   40.39    1.63    0.00   40.80     4.2     0.8    0.75    0.75    0.84    1.22    1.82    1.70    0.06    0.05    0.04    0.04    0.04    0.04    0.05    0.06    0.06   40.87    4.22    0.84    0.79    0.80    0.88    1.26    1.88    1.76

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 24, 2025 14:14:59

*RUN   4        : 4                         CSCER048 TUDU1501    4
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  4   : 4                         CSCER048
  
!                                                                                                                                      NO3 (ppm) at soil dep. (cm):                                            NH4 (ppm) at soil dep. (cm):                                            Total Inorganic N @dep(ppm):
!                                                                                                                                       0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD   NURTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDNC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NI9D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NH9D    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    NT9D    
   15 076     0     0     0    31.4    22.0     9.3     0.0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    2.00     1.5     1.2    1.00    1.00    0.80    0.80    0.50    0.50    1.00    0.80    0.60    0.40    0.40    0.30    0.30    0.20    0.20    3.00    2.30    1.80    1.40    1.40    1.10    1.10    0.70    0.70
   15 077     1     0     0    31.3    23.2     8.1     0.0    0.06    1.18    0.00    0.07    0.00   -0.01    0.00    0.00    0.00    2.11     1.6     1.3    1.05    1.05    0.84    0.84    0.53    0.53    0.86    0.68    0.52    0.35    0.35    0.26    0.26    0.18    0.18    2.97    2.27    1.80    1.40    1.40    1.10    1.10    0.70    0.70
   15 078     2     0     0    31.3    24.2     7.1     0.0    0.11    2.16    0.00    0.12    0.00   -0.02    0.00    0.00    0.00    2.23     1.7     1.3    1.09    1.09    0.87    0.87    0.55    0.55    0.74    0.58    0.46    0.30    0.31    0.23    0.23    0.16    0.16    2.97    2.24    1.79    1.40    1.40    1.10    1.10    0.71    0.71
   15 079     3     0     0    31.3    25.0     6.3     0.0    0.15    2.98    0.00    0.16    0.00   -0.01    0.00    0.00    0.00    2.34     1.7     1.4    1.12    1.12    0.90    0.90    0.57    0.57    0.65    0.50    0.41    0.27    0.28    0.20    0.21    0.14    0.14    2.99    2.21    1.79    1.39    1.40    1.10    1.10    0.71    0.71
   15 080     4     0     0    31.3    25.7     5.7     0.0    0.19    3.65    0.00    0.18    0.00    0.01    0.00    0.00    0.00    2.35     1.8     1.4    1.15    1.15    0.92    0.92    0.58    0.58    0.58    0.44    0.37    0.24    0.25    0.18    0.19    0.12    0.13    2.93    2.23    1.78    1.39    1.40    1.10    1.11    0.71    0.71
   15 081     5     0     0    31.4    26.2     5.1     0.0    0.22    4.21    0.00    0.20    0.00    0.02    0.00    0.00    0.00    2.39     1.8     1.4    1.17    1.17    0.94    0.94    0.60    0.60    0.53    0.40    0.33    0.22    0.22    0.16    0.17    0.11    0.12    2.92    2.23    1.78    1.39    1.40    1.10    1.11    0.71    0.71
   15 082     6     0     0    31.4    26.7     4.7     0.0    0.23    4.68    0.00    0.20    0.00    0.03    0.00    0.00    0.00    2.46     1.9     1.5    1.19    1.19    0.95    0.95    0.61    0.61    0.49    0.36    0.31    0.20    0.20    0.15    0.15    0.10    0.10    2.94    2.22    1.78    1.39    1.40    1.10    1.11    0.71    0.72
   15 083     7     0     0    31.4    27.1     4.3     0.0    0.24    5.07    0.00    0.20    0.00    0.03    0.00    0.00    0.00    2.52     1.9     1.5    1.21    1.21    0.96    0.97    0.62    0.62    0.45    0.34    0.28    0.18    0.19    0.14    0.14    0.09    0.09    2.97    2.20    1.78    1.39    1.40    1.10    1.11    0.71    0.72
   15 084     8     0     0    31.4    27.4     3.9     0.0    0.24    5.44    0.00    0.20    0.00    0.04    0.01    0.00    0.00    2.58     1.9     1.5    1.22    1.22    0.98    0.98    0.63    0.63    0.42    0.31    0.26    0.17    0.17    0.12    0.13    0.08    0.09    3.00    2.19    1.78    1.39    1.40    1.10    1.11    0.71    0.72
