*N2O emissions output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  SEP 11, 2025 14:40:05

*RUN   1        : DRYLAND  - 0 KG N/HA      CSCER048 KSAS8101    1
 MODEL          : CSCER048 - Wheat
 EXPERIMENT     : KSAS8101 WH N RESPONSE,KANSAS STATE  3FE(N)*2IR  (DSSAT3)
 DATA PATH      :
 TREATMENT  1   : DRYLAND  - 0 KG N/HA      CSCER048
  
!              |------------------------------ Cumulative -----------------------------|------------------------------ Daily ----------------------------------|
!               N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO N2Oemit  N2emit  NOemit   Denit  Nitrif   N2O-denit+nit      N2      NO   Denitrification (g[N]/ha) by soil depth (cm):                           Nitrification (g[N]/ha) by soil depth (cm):                             N2O flux (g[N]/ha) by soil depth (cm):                                  N2 flux (g[N]/ha) by soil depth (cm):                                   NO flux (g[N]/ha) by soil depth (cm):
!                 kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha   kg/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha    g/ha     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180     0-5    5-15   15-30   30-45   45-60   60-90  90-120 120-150 150-180
@YEAR DOY   DAS   N2OEC    N2EC    NOEC    NDNC    NITC   N2ODC   N2ONC   N2FLC   NOFLC  N2OGED   N2GED   NOGED    NDND   NITRD   N2ODD   N2OND   N2FLD   NOFLD   NDN1D   NDN2D   NDN3D   NDN4D   NDN5D   NDN6D   NDN7D   NDN8D   NDN9D   NIT1D   NIT2D   NIT3D   NIT4D   NIT5D   NIT6D   NIT7D   NIT8D   NIT9D   N2O1D   N2O2D   N2O3D   N2O4D   N2O5D   N2O6D   N2O7D   N2O8D   N2O9D   N2F1D   N2F2D   N2F3D   N2F4D   N2F5D   N2F6D   N2F7D   N2F8D   N2F9D   NOF1D   NOF2D   NOF3D   NOF4D   NOF5D   NOF6D   NOF7D   NOF8D   NOF9D   
 1982 088   175    0.39    1.25    2.73    1.69    78.8   0.329   0.079   1.365   2.876     1.2     6.7     8.2     0.0      83    0.00    0.08    0.00    0.56     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     13.     48.      6.      6.      3.      3.      2.      1.      1.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1982 089   176    0.39    1.26    2.73    1.69    78.8   0.329   0.079   1.365   2.877     1.3     6.8     8.4     0.0      80    0.00    0.08    0.00    0.54     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     13.     46.      6.      6.      3.      3.      2.      1.      1.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1982 090   177    0.39    1.26    2.74    1.69    78.9   0.329   0.079   1.365   2.877     1.2     6.7     8.3     0.0      87    0.00    0.09    0.00    0.58     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     14.     51.      6.      6.      3.      3.      2.      1.      1.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1982 091   178    0.39    1.27    2.75    1.69    79.0   0.329   0.079   1.365   2.878     1.3     6.8     8.5     0.0      99    0.00    0.10    0.00    0.67     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     17.     58.      7.      7.      3.      3.      2.      1.      1.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.4     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1982 092   179    0.39    1.28    2.76    1.69    79.1   0.329   0.079   1.365   2.879     1.3     6.8     8.6     0.0     124    0.00    0.12    0.00    0.84     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     20.     71.      8.      8.      7.      4.      3.      2.      1.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.5     0.1     0.1     0.1     0.0     0.0     0.0     0.0
 1982 093   180    0.39    1.29    2.77    1.70    79.3   0.329   0.079   1.368   2.884     1.3     6.7     8.6     3.0     159    0.56    0.16    2.46    5.28     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.0     25.     91.     11.     10.      9.      5.      4.      2.      2.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.5     0.2     0.6     0.1     0.1     0.1     0.0     0.0     0.0     4.2
 1982 094   181    0.39    1.29    2.78    1.70    79.5   0.330   0.079   1.375   2.895     1.2     6.5     8.6     8.2     170    1.28    0.17    6.93   10.75     0.0     0.0     0.0     0.0     0.0     1.0     1.2     3.0     3.0     25.     97.     12.     11.     10.      6.      4.      3.      2.     0.0     0.1     0.0     0.0     0.0     0.1     0.2     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.9     1.0     2.5     2.4     0.2     0.6     0.1     0.1     0.1     0.8     1.1     3.6     4.2
 1982 095   182    0.39    1.30    2.79    1.71    79.6   0.332   0.080   1.381   2.905     1.2     6.3     8.5     7.8     156    1.22    0.16    6.56   10.17     0.0     0.0     0.0     0.0     0.0     0.9     1.1     2.9     2.9     20.     89.     12.     11.      9.      6.      4.      3.      2.     0.0     0.1     0.0     0.0     0.0     0.1     0.1     0.5     0.5     0.0     0.0     0.0     0.0     0.0     0.8     1.0     2.4     2.3     0.1     0.6     0.1     0.1     0.1     0.7     1.1     3.4     4.0
 1982 096   183    0.40    1.30    2.79    1.72    79.8   0.333   0.080   1.387   2.915     1.1     5.4     7.3     7.5     144    1.17    0.14    6.31    9.75     0.0     0.0     0.0     0.0     0.0     0.9     1.1     2.8     2.8     20.     80.     11.     10.      8.      6.      4.      2.      2.     0.0     0.1     0.0     0.0     0.0     0.1     0.1     0.4     0.5     0.0     0.0     0.0     0.0     0.0     0.8     1.0     2.3     2.3     0.1     0.5     0.1     0.1     0.1     0.7     1.0     3.3     3.9
 1982 097   184    0.40    1.31    2.80    1.72    79.9   0.333   0.080   1.387   2.916     1.1     5.3     7.4     0.0     116    0.00    0.12    0.00    0.79     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     20.     62.      9.      8.      7.      5.      3.      2.      1.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.4     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 1982 098   185    0.40    1.31    2.81    1.72    80.0   0.333   0.080   1.387   2.916     1.0     5.1     7.3     0.0      87    0.00    0.09    0.00    0.59     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     15.     45.      6.      6.      5.      4.      3.      1.      1.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1982 099   186    0.40    1.32    2.81    1.72    80.1   0.333   0.080   1.387   2.917     1.0     5.0     7.1     0.0      76    0.00    0.08    0.00    0.52     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     13.     40.      6.      5.      4.      3.      2.      1.      1.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1982 100   187    0.40    1.32    2.82    1.72    80.1   0.333   0.080   1.387   2.917     1.0     4.8     7.0     0.0      68    0.00    0.07    0.00    0.47     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     12.     36.      5.      5.      4.      3.      2.      1.      1.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1982 101   188    0.40    1.33    2.83    1.72    80.2   0.333   0.080   1.387   2.918     1.0     4.7     6.8     0.0      68    0.00    0.07    0.00    0.46     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     12.     35.      5.      5.      4.      3.      2.      1.      1.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.2     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1982 102   189    0.40    1.33    2.84    1.72    80.3   0.333   0.080   1.387   2.918     0.9     4.5     6.6     0.0      77    0.00    0.08    0.00    0.53     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     14.     41.      6.      5.      4.      3.      2.      1.      1.     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1982 103   190    0.40    1.34    2.84    1.72    80.4   0.333   0.080   1.387   2.919     0.9     4.3     6.4     0.0      94    0.00    0.09    0.00    0.64     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     17.     50.      7.      6.      5.      4.      2.      1.      1.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.3     0.0     0.0     0.0     0.0     0.0     0.0     0.0
 1982 104   191    0.40    1.34    2.85    1.72    80.5   0.333   0.080   1.387   2.920     0.9     4.1     6.2     0.0     116    0.00    0.12    0.00    0.80     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     20.     64.      9.      7.      6.      5.      3.      2.      1.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.4     0.1     0.1     0.0     0.0     0.0     0.0     0.0
 1982 105   192    0.40    1.34    2.85    1.72    80.6   0.333   0.081   1.387   2.921     0.8     3.9     6.0     0.0     163    0.00    0.16    0.00    1.13     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     25.     89.     13.     11.      9.      7.      4.      2.      2.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.6     0.1     0.1     0.1     0.1     0.0     0.0     0.0
 1982 106   193    0.41    1.35    2.86    1.72    80.9   0.333   0.081   1.387   2.922     0.8     3.7     5.8     0.0     227    0.00    0.23    0.00    1.58     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     30.    123.     20.     17.     14.     10.      6.      4.      3.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.0     0.2     0.8     0.1     0.1     0.1     0.1     0.0     0.0     0.0
 1982 107   194    0.41    1.35    2.87    1.73    81.1   0.334   0.081   1.394   2.934     0.8     3.5     5.7     8.3     266    1.35    0.27    6.92   11.93     0.0     0.0     0.0     0.0     0.0     0.1     1.4     3.5     3.3     30.    139.     25.     22.     18.     14.      9.      5.      4.     0.0     0.1     0.0     0.0     0.0     0.0     0.2     0.6     0.6     0.0     0.0     0.0     0.0     0.0     0.0     1.2     2.9     2.7     0.2     1.0     0.2     0.2     0.1     0.1     1.4     4.1     4.7
 1982 108   195    0.41    1.36    2.87    1.74    81.4   0.335   0.081   1.401   2.946     0.8     3.3     5.5     7.8     245    1.28    0.24    6.55   11.30     0.0     0.0     0.0     0.0     0.0     0.0     1.3     3.3     3.2     22.    123.     24.     23.     19.     16.      9.      5.      4.     0.0     0.1     0.0     0.0     0.0     0.0     0.2     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     1.2     2.8     2.6     0.2     0.8     0.1     0.2     0.1     0.1     1.3     3.9     4.5
 1982 109   196    0.41    1.36    2.88    1.74    81.6   0.337   0.082   1.407   2.957     0.7     3.1     5.3     7.7     232    1.26    0.23    6.41   11.03     0.0     0.0     0.0     0.0     0.0     0.0     1.3     3.2     3.1     17.    113.     24.     23.     19.     17.     10.      6.      5.     0.0     0.1     0.0     0.0     0.0     0.0     0.2     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     1.1     2.7     2.6     0.1     0.8     0.1     0.2     0.1     0.1     1.3     3.9     4.4
 1982 110   197    0.41    1.36    2.88    1.75    81.8   0.338   0.082   1.414   2.967     0.6     2.6     4.7     7.5     227    1.22    0.23    6.23   10.73     0.0     0.0     0.0     0.0     0.0     0.0     1.2     3.1     3.1     29.     99.     22.     22.     19.     16.     10.      5.      4.     0.0     0.1     0.0     0.0     0.0     0.0     0.2     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     1.1     2.6     2.5     0.2     0.7     0.1     0.2     0.1     0.1     1.2     3.7     4.3
 1982 111   198    0.41    1.36    2.89    1.76    82.0   0.339   0.082   1.419   2.977     0.6     2.6     4.7     6.9     180    1.13    0.18    5.75    9.72     0.0     0.0     0.0     0.0     0.0     0.0     1.1     2.9     2.9     26.     72.     17.     18.     16.     14.      9.      5.      4.     0.0     0.1     0.0     0.0     0.0     0.0     0.1     0.5     0.5     0.0     0.0     0.0     0.0     0.0     0.0     1.0     2.4     2.3     0.2     0.5     0.1     0.1     0.1     0.1     1.1     3.5     4.0
 1982 112   199    0.41    1.37    2.89    1.76    82.2   0.340   0.082   1.425   2.986     0.6     2.5     4.6     6.5     146    1.07    0.15    5.45    9.06     0.0     0.0     0.0     0.0     0.0     0.0     1.0     2.8     2.7     20.     57.     14.     15.     13.     12.      7.      4.      3.     0.0     0.1     0.0     0.0     0.0     0.0     0.1     0.4     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.9     2.3     2.2     0.1     0.4     0.1     0.1     0.1     0.1     1.0     3.3     3.8
 1982 113   200    0.41    1.37    2.89    1.77    82.3   0.341   0.082   1.430   2.995     0.6     2.4     4.6     6.5     132    1.06    0.13    5.39    8.88     0.0     0.0     0.0     0.0     0.0     0.0     1.0     2.7     2.7     16.     52.     13.     14.     12.     11.      7.      3.      3.     0.0     0.1     0.0     0.0     0.0     0.0     0.1     0.4     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.9     2.3     2.2     0.1     0.4     0.1     0.1     0.1     0.1     1.0     3.3     3.8
 1982 114   201    0.41    1.37    2.90    1.78    82.4   0.342   0.082   1.435   3.004     0.6     2.4     4.5     6.4     120    1.06    0.12    5.35    8.75     0.0     0.0     0.0     0.0     0.0     0.0     1.0     2.7     2.7     14.     48.     12.     13.     11.     10.      6.      3.      2.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.4     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.8     2.3     2.2     0.1     0.3     0.1     0.1     0.1     0.1     0.9     3.2     3.8
 1982 115   202    0.41    1.37    2.90    1.78    82.5   0.343   0.083   1.441   3.013     0.6     2.3     4.4     6.4     112    1.06    0.11    5.34    8.69     0.0     0.0     0.0     0.0     0.0     0.0     0.9     2.7     2.7     11.     46.     11.     13.     11.     10.      6.      2.      2.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.4     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.8     2.3     2.2     0.1     0.3     0.1     0.1     0.1     0.1     0.9     3.2     3.8
 1982 116   203    0.41    1.38    2.91    1.79    82.6   0.344   0.083   1.446   3.021     0.6     2.3     4.3     6.5     116    1.08    0.12    5.45    8.89     0.0     0.0     0.0     0.0     0.0     0.0     0.9     2.8     2.8     13.     48.     12.     13.     11.     10.      6.      2.      2.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.4     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.8     2.4     2.3     0.1     0.3     0.1     0.1     0.1     0.1     0.9     3.3     3.9
 1982 117   204    0.41    1.38    2.91    1.80    82.8   0.345   0.083   1.452   3.031     0.6     2.3     4.3     6.6     120    1.10    0.12    5.54    9.07     0.0     0.0     0.0     0.0     0.0     0.0     0.9     2.9     2.9     11.     51.     12.     14.     12.     10.      6.      2.      1.     0.0     0.1     0.0     0.0     0.0     0.0     0.1     0.5     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.8     2.4     2.3     0.1     0.4     0.1     0.1     0.1     0.1     0.9     3.4     4.0
 1982 118   205    0.41    1.38    2.92    1.80    82.9   0.347   0.083   1.457   3.040     0.6     2.3     4.3     6.6     119    1.10    0.12    5.55    9.09     0.0     0.0     0.0     0.0     0.0     0.0     0.9     2.9     2.9     11.     50.     12.     14.     12.     10.      6.      2.      1.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.5     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.8     2.5     2.3     0.1     0.4     0.1     0.1     0.1     0.1     0.8     3.5     4.0
 1982 119   206    0.41    1.38    2.92    1.81    83.0   0.348   0.083   1.463   3.049     0.5     2.1     3.9     6.5     122    1.08    0.12    5.45    8.97     0.0     0.0     0.0     0.0     0.0     0.0     0.8     2.9     2.8     21.     45.     11.     14.     12.     10.      6.      2.      1.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.5     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.7     2.4     2.3     0.1     0.3     0.1     0.1     0.1     0.1     0.8     3.4     4.0
 1982 120   207    0.41    1.38    2.92    1.82    83.1   0.349   0.083   1.468   3.057     0.5     2.0     3.6     6.3     102    1.05    0.10    5.28    8.56     0.0     0.0     0.0     0.0     0.0     0.0     0.8     2.8     2.8     11.     40.     10.     13.     11.      9.      5.      2.      1.     0.0     0.0     0.0     0.0     0.0     0.0     0.1     0.4     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.7     2.4     2.3     0.1     0.3     0.1     0.1     0.1     0.1     0.8     3.3     3.9
 1982 121   208    0.41    1.39    2.93    1.82    83.3   0.350   0.083   1.473   3.066     0.6     2.3     4.1     6.3     143    1.05    0.14    5.27    8.83     0.0     0.0     0.0     0.0     0.0     0.0     0.8     2.8     2.8     37.     55.      9.     13.     11.      9.      5.      2.      1.     0.0     0.1     0.0     0.0     0.0     0.0     0.1     0.4     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.7     2.4     2.3     0.2     0.4     0.1     0.1     0.1     0.1     0.7     3.3     3.8
 1982 122   209    0.42    1.39    2.93    1.83    83.4   0.351   0.083   1.479   3.075     0.6     2.4     4.4     6.3     168    1.05    0.17    5.28    9.01     0.0     0.0     0.0     0.0     0.0     0.0     0.7     2.8     2.8     47.     71.      9.     13.     11.      9.      5.      1.      1.     0.0     0.1     0.0     0.0     0.0     0.0     0.1     0.4     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.6     2.4     2.3     0.3     0.5     0.1     0.1     0.1     0.1     0.7     3.3     3.9
 1982 123   210    0.42    1.39    2.94    1.84    83.6   0.352   0.084   1.484   3.084     0.7     2.7     4.9     6.5     204    1.08    0.20    5.39    9.45     0.0     0.0     0.0     0.0     0.0     0.0     0.7     2.9     2.9     58.     92.     10.     14.     12.     10.      6.      1.      1.     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.5     0.5     0.0     0.0     0.0     0.0     0.0     0.0     0.6     2.5     2.3     0.4     0.6     0.1     0.1     0.1     0.1     0.7     3.5     4.0
 1982 124   211    0.42    1.39    2.94    1.84    83.9   0.353   0.084   1.490   3.095     0.8     3.0     5.6     6.8     258    1.13    0.26    5.63   10.21     0.0     0.0     0.0     0.0     0.0     0.0     0.7     3.1     3.0     66.    127.     12.     17.     15.     12.      7.      2.      1.     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.6     2.6     2.4     0.5     0.8     0.1     0.1     0.1     0.1     0.7     3.7     4.2
 1982 125   212    0.42    1.40    2.95    1.85    84.2   0.354   0.084   1.495   3.105     0.9     3.4     6.3     7.0     269    1.18    0.27    5.83   10.66     0.0     0.0     0.0     0.0     0.0     0.0     0.6     3.3     3.2     40.    148.     15.     21.     18.     15.      8.      2.      1.     0.0     0.1     0.0     0.0     0.0     0.0     0.1     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.5     2.8     2.6     0.3     1.0     0.1     0.2     0.1     0.1     0.6     3.9     4.4
 1982 126   213    0.42    1.40    2.96    1.86    84.4   0.355   0.084   1.501   3.116     0.9     3.6     6.5     7.0     293    1.18    0.29    5.86   10.89     0.0     0.0     0.0     0.0     0.0     0.0     0.5     3.3     3.2     37.    165.     17.     22.     21.     17.     10.      3.      2.     0.0     0.2     0.0     0.0     0.0     0.0     0.1     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.5     2.8     2.6     0.3     1.1     0.1     0.2     0.2     0.1     0.6     3.9     4.4
 1982 127   214    0.42    1.40    2.96    1.86    84.6   0.356   0.085   1.507   3.126     0.6     2.4     4.3     6.8     174    1.15    0.17    5.66    9.68     0.0     0.0     0.0     0.0     0.0     0.0     0.4     3.2     3.1     18.     64.     16.     22.     21.     18.     10.      3.      2.     0.0     0.1     0.0     0.0     0.0     0.0     0.1     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.4     2.7     2.5     0.1     0.4     0.1     0.2     0.1     0.1     0.5     3.8     4.4
 1982 128   215    0.42    1.41    2.97    1.87    84.8   0.358   0.085   1.513   3.136     0.8     3.3     6.0     6.7     221    1.14    0.22    5.60   10.02     0.0     0.0     0.0     0.0     0.0     0.0     0.3     3.3     3.1     60.     61.     20.     22.     21.     19.     11.      4.      2.     0.1     0.1     0.0     0.0     0.0     0.0     0.1     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.3     2.8     2.6     0.4     0.4     0.1     0.2     0.2     0.1     0.4     3.9     4.4
 1982 129   216    0.42    1.41    2.97    1.88    85.1   0.359   0.085   1.518   3.146     0.9     3.6     6.6     6.5     283    1.12    0.28    5.43   10.25     0.0     0.0     0.0     0.0     0.0     0.0     0.2     3.2     3.1     65.    112.     24.     22.     21.     20.     12.      4.      3.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.2     2.7     2.5     0.4     0.7     0.1     0.2     0.2     0.2     0.3     3.9     4.3
 1982 130   217    0.42    1.41    2.98    1.88    85.4   0.360   0.085   1.523   3.156     1.0     3.9     7.2     6.3     284    1.08    0.28    5.24   10.05     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.2     3.1     76.    101.     26.     21.     21.     20.     12.      5.      3.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.7     2.5     0.5     0.7     0.2     0.2     0.2     0.2     0.1     3.8     4.3
 1982 131   218    0.42    1.42    2.99    1.89    85.7   0.361   0.086   1.529   3.167     1.1     4.2     7.8     6.4     340    1.09    0.34    5.28   10.52     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.3     3.1     76.    148.     29.     22.     22.     21.     14.      5.      3.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.7     2.5     0.5     1.0     0.2     0.2     0.2     0.2     0.1     3.9     4.4
 1982 132   219    0.42    1.42    3.00    1.90    86.1   0.362   0.086   1.534   3.178     1.1     4.4     8.1     6.6     364    1.14    0.36    5.51   11.04     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.4     3.2     72.    158.     35.     25.     25.     24.     16.      6.      4.     0.1     0.2     0.0     0.0     0.0     0.0     0.0     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.9     2.6     0.5     1.0     0.2     0.2     0.2     0.2     0.1     4.1     4.5
 1982 133   220    0.42    1.43    3.00    1.90    86.4   0.363   0.086   1.540   3.188     0.8     3.4     6.2     6.7     254    1.16    0.25    5.58   10.27     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.4     3.3     34.     76.     37.     27.     26.     26.     17.      6.      4.     0.0     0.1     0.0     0.0     0.0     0.0     0.0     0.6     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.9     2.7     0.2     0.4     0.2     0.2     0.2     0.2     0.1     4.1     4.6
 1982 134   221    0.43    1.43    3.01    1.91    86.8   0.364   0.087   1.545   3.200     1.1     4.1     7.7     6.9     399    1.18    0.40    5.70   11.51     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.5     3.4    127.    117.     41.     27.     28.     29.     19.      7.      5.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.6     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.0     2.7     0.8     0.8     0.3     0.2     0.2     0.2     0.1     4.2     4.7
 1982 135   222    0.43    1.44    3.02    1.92    87.3   0.366   0.087   1.551   3.212     1.1     4.3     8.2     6.7     546    1.16    0.55    5.57   12.29     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.4     3.3    134.    260.     41.     26.     26.     28.     18.      7.      5.     0.1     0.3     0.0     0.0     0.0     0.0     0.0     0.6     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.9     2.7     0.9     1.7     0.3     0.2     0.2     0.2     0.1     4.1     4.6
 1982 136   223    0.43    1.44    3.03    1.92    87.6   0.367   0.088   1.556   3.222     1.1     4.4     8.3     6.6     319    1.13    0.32    5.45   10.56     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.4     3.2    114.     82.     17.     24.     25.     27.     18.      7.      5.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.8     2.6     0.7     0.5     0.1     0.2     0.2     0.2     0.1     4.0     4.5
 1982 137   224    0.43    1.44    3.04    1.93    88.1   0.368   0.088   1.562   3.234     1.2     4.5     8.7     6.5     462    1.12    0.46    5.41   11.48     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.3     3.2    114.    195.     46.     26.     24.     27.     18.      8.      5.     0.1     0.2     0.0     0.0     0.0     0.0     0.0     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.8     2.6     0.7     1.3     0.3     0.2     0.2     0.2     0.1     4.0     4.5
 1982 138   225    0.43    1.45    3.04    1.94    88.5   0.369   0.088   1.567   3.245     1.2     4.6     8.9     6.5     364    1.12    0.36    5.42   10.83     0.0     0.0     0.0     0.0     0.0     0.0     0.0     3.3     3.2    119.     89.     45.     28.     24.     27.     18.      8.      5.     0.1     0.1     0.0     0.0     0.0     0.0     0.0     0.5     0.6     0.0     0.0     0.0     0.0     0.0     0.0     0.0     2.8     2.6     0.8     0.6     0.3     0.2     0.2     0.2     0.1     4.0     4.5
