*Soil Inorganic Nitrogen daily output file

*DSSAT Cropping System Model Ver. 4.8.5.000 -release  OCT 27, 2025 22:35:44

*RUN   1        : 1                         WHAPS048 TUDU1501    1
 MODEL          : WHAPS048 - Wheat
 EXPERIMENT     : TUDU1501 WH
 DATA PATH      :
 TREATMENT  1   : 1                         WHAPS048
  
!                                                                                                                                      NO3 (ppm) at soil dep. (cm):                                            NH4 (ppm) at soil dep. (cm):                                            Total Inorganic N @dep(ppm):
!                                                                                                                                       0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200     0-5    5-15   15-30   30-45   45-60   60-80  80-100 100-150 150-200
@YEAR DOY   DAS  NAPC  NI#M    NIAD    NITD    NHTD   NURTD    NMNC    NITC    NDNC    NIMC    AMLC   NNMNC    NUCM    NLCC    TDNC    NI1D    NI2D    NI3D    NI4D    NI5D    NI6D    NI7D    NI8D    NI9D    NH1D    NH2D    NH3D    NH4D    NH5D    NH6D    NH7D    NH8D    NH9D    NT1D    NT2D    NT3D    NT4D    NT5D    NT6D    NT7D    NT8D    NT9D    
   15 081     5     0     0    86.4    70.4    16.1     0.0    0.20   12.73    0.00    0.26    0.00   -0.05    0.00    0.00    0.00    7.55     5.9     4.8    3.65    3.64    2.45    2.45    1.24    1.24    1.71    1.37    1.14    0.84    0.85    0.55    0.56    0.27    0.27    9.26    7.25    5.96    4.49    4.49    3.00    3.00    1.51    1.51
   15 082     6     0     0    86.4    71.8    14.7     0.0    0.21   14.14    0.00    0.26    0.00   -0.04    0.00    0.00    0.00    7.75     6.0     4.9    3.72    3.72    2.50    2.50    1.26    1.27    1.58    1.27    1.05    0.77    0.78    0.50    0.51    0.24    0.25    9.33    7.22    5.96    4.49    4.49    3.00    3.00    1.51    1.51
   15 083     7     0     0    86.4    73.0    13.4     0.0    0.22   15.36    0.00    0.26    0.00   -0.04    0.00    0.00    0.00    7.96     6.0     5.0    3.78    3.78    2.54    2.54    1.29    1.29    1.47    1.18    0.97    0.71    0.72    0.46    0.46    0.22    0.22    9.43    7.18    5.95    4.48    4.49    3.00    3.00    1.51    1.51
   15 084     8     0     0    86.4    74.1    12.3     0.0    0.22   16.48    0.00    0.26    0.00   -0.04    0.00    0.00    0.00    8.16     6.1     5.0    3.83    3.83    2.58    2.58    1.31    1.31    1.37    1.09    0.90    0.65    0.66    0.42    0.42    0.20    0.20    9.53    7.15    5.95    4.48    4.49    3.00    3.00    1.51    1.51
   15 085     9     0     0    86.4    75.2    11.3     0.0    0.23   17.55    0.00    0.26    0.00   -0.03    0.00    0.00    0.00    8.37     6.1     5.1    3.88    3.89    2.62    2.62    1.33    1.33    1.27    1.01    0.83    0.60    0.60    0.38    0.38    0.18    0.18    9.64    7.11    5.94    4.48    4.49    3.00    3.00    1.51    1.52
   15 086    10     0     0    86.4    76.1    10.3     0.0    0.24   18.53    0.00    0.26    0.00   -0.02    0.00    0.00    0.00    8.53     6.2     5.2    3.93    3.94    2.65    2.65    1.35    1.35    1.17    0.93    0.76    0.55    0.55    0.35    0.35    0.16    0.16    9.70    7.09    5.93    4.48    4.49    3.00    3.00    1.51    1.52
   15 087    11     0     0    86.4    77.1     9.4     0.0    0.26   19.46    0.00    0.27    0.00   -0.01    0.00    0.00    0.00    8.73     6.2     5.2    3.98    3.98    2.68    2.69    1.36    1.37    1.08    0.85    0.70    0.50    0.50    0.31    0.32    0.15    0.15    9.81    7.05    5.93    4.48    4.49    3.00    3.00    1.51    1.52
   15 088    12     0     0    86.4    77.9     8.5     0.0    0.28   20.34    0.00    0.28    0.00    0.00    0.00    0.00    0.00    8.92     6.2     5.3    4.02    4.03    2.71    2.72    1.38    1.38    0.99    0.77    0.64    0.45    0.46    0.28    0.29    0.13    0.13    9.91    7.00    5.92    4.48    4.49    3.00    3.00    1.51    1.52
   15 089    13     0     0    86.4    78.8     7.7     0.0    0.31   21.17    0.00    0.29    0.00    0.01    0.00    0.00    0.00    7.95     6.8     5.3    4.07    4.07    2.74    2.74    1.39    1.40    0.91    0.69    0.58    0.41    0.41    0.26    0.26    0.12    0.12    8.86    7.53    5.91    4.47    4.49    3.00    3.00    1.51    1.52
   15 090    14     0     0    86.3    79.3     6.9     0.0    0.33   21.89    0.00    0.31    0.00    0.02    0.17    0.00    0.00    7.07     7.1     5.5    4.10    4.11    2.77    2.77    1.40    1.41    0.80    0.63    0.53    0.37    0.38    0.23    0.23    0.11    0.11    7.87    7.76    5.99    4.47    4.48    3.00    3.00    1.51    1.52
   15 091    15     0     0    86.2    79.9     6.3     0.0    0.35   22.54    0.00    0.32    0.00    0.03    0.24    0.00    0.00    6.77     7.2     5.6    4.19    4.12    2.78    2.78    1.41    1.42    0.73    0.56    0.48    0.34    0.34    0.21    0.21    0.10    0.10    7.50    7.75    6.09    4.52    4.46    2.99    2.99    1.51    1.52
   15 092    16     0     0    86.1    80.3     5.7     0.0    0.37   23.10    0.00    0.33    0.00    0.04    0.39    0.00    0.00    6.46     7.1     5.8    4.29    4.16    2.80    2.78    1.42    1.43    0.66    0.51    0.44    0.31    0.31    0.19    0.19    0.09    0.09    7.12    7.61    6.19    4.59    4.47    2.98    2.98    1.51    1.52
   15 093    17     0     0    86.0    80.7     5.3     0.0    0.39   23.56    0.00    0.34    0.00    0.05    0.42    0.06    0.00    6.33     6.8     5.7    4.39    4.17    2.88    2.81    1.45    1.44    0.62    0.47    0.41    0.28    0.29    0.17    0.17    0.08    0.08    6.96    7.23    6.15    4.67    4.46    3.06    2.99    1.53    1.53
   15 094    18     0     0    85.9    81.1     4.8     0.0    0.39   23.98    0.00    0.34    0.00    0.05    0.46    0.06    0.00    6.75     6.7     5.8    4.42    4.17    2.88    2.80    1.46    1.45    0.58    0.44    0.38    0.27    0.27    0.16    0.16    0.07    0.07    7.33    7.16    6.16    4.69    4.44    3.04    2.96    1.53    1.52
   15 095    19     0     0    85.8    81.3     4.5     0.0    0.39   24.34    0.00    0.34    0.00    0.05    0.56    0.09    0.00    6.62     6.5     5.8    4.49    4.18    2.95    2.82    1.48    1.46    0.54    0.41    0.35    0.25    0.25    0.14    0.15    0.07    0.07    7.16    6.89    6.12    4.74    4.43    3.09    2.97    1.54    1.53
   15 096    20     0     0    85.8    81.6     4.2     0.0    0.39   24.66    0.00    0.34    0.00    0.05    0.61    0.09    0.00    7.22     6.4     5.7    4.49    4.18    2.96    2.82    1.48    1.46    0.50    0.38    0.33    0.23    0.23    0.13    0.14    0.06    0.06    7.73    6.78    6.06    4.72    4.41    3.09    2.95    1.54    1.52
   15 097    21     0     0    85.7    81.9     3.9     0.0    0.39   24.96    0.00    0.34    0.00    0.05    0.64    0.09    0.00    7.86     6.3     5.7    4.48    4.17    2.96    2.82    1.48    1.47    0.47    0.36    0.31    0.22    0.21    0.12    0.12    0.06    0.06    8.33    6.69    6.00    4.70    4.39    3.09    2.94    1.54    1.52
   15 098    22    60     1   145.6    83.3    62.2     0.0    0.39   25.24    0.00    0.34    0.14    0.05    0.68    0.09    0.00   11.02     6.2     5.6    4.46    4.13    2.96    2.80    1.48    1.47   91.35    0.34    0.29    0.20    0.20    0.11    0.12    0.05    0.05  102.37    6.52    5.89    4.66    4.33    3.07    2.91    1.53    1.52
   15 099    23    60     1   145.4    87.3    58.1     0.0    0.39   29.19    0.00    0.34    0.20    0.05    0.76    0.09    0.00   16.82     6.2     5.6    4.47    4.15    2.96    2.81    1.49    1.47   85.42    0.32    0.27    0.19    0.18    0.11    0.11    0.05    0.05  102.24    6.48    5.88    4.66    4.33    3.07    2.91    1.53    1.52
   15 100    24    60     1   145.0    91.2    53.7     0.0    0.39   33.32    0.00    0.34    0.26    0.05    1.12    0.09    0.00   22.75     6.1     5.6    4.48    4.16    2.97    2.82    1.49    1.48   78.98    0.29    0.25    0.17    0.17    0.10    0.10    0.04    0.04  101.73    6.42    5.87    4.66    4.33    3.07    2.91    1.53    1.52
   15 101    25    60     1   144.1    95.2    48.9     0.0    0.41   37.74    0.00    0.35    0.31    0.06    1.92    0.09    0.00   28.83     6.0     5.6    4.50    4.18    2.98    2.82    1.50    1.48   71.83    0.26    0.23    0.16    0.15    0.09    0.09    0.04    0.04  100.66    6.29    5.87    4.65    4.33    3.07    2.91    1.53    1.52
   15 102    26    60     1   143.5    99.6    43.9     0.0    0.45   42.45    0.00    0.37    0.35    0.08    2.45    0.09    0.00   35.50     6.0     5.7    4.51    4.19    2.99    2.83    1.50    1.49   64.50    0.21    0.20    0.14    0.14    0.08    0.08    0.04    0.04   99.99    6.16    5.86    4.65    4.33    3.07    2.91    1.54    1.52
   15 103    27    60     1   142.7   104.0    38.7     0.0    0.52   47.29    0.00    0.40    0.39    0.12    3.27    0.09    0.00   42.26     5.8     5.7    4.53    4.21    3.00    2.84    1.51    1.49   56.86    0.16    0.18    0.12    0.12    0.07    0.07    0.03    0.04   99.12    5.92    5.85    4.65    4.33    3.07    2.92    1.54    1.53
   15 104    28    60     1   141.8   107.9    33.9     0.0    0.60   51.84    0.00    0.43    0.43    0.17    4.11    0.09    0.00   48.64     5.5     5.7    4.54    4.22    3.01    2.85    1.51    1.49   49.79    0.11    0.16    0.11    0.11    0.06    0.07    0.03    0.04   98.43    5.58    5.84    4.65    4.33    3.07    2.92    1.54    1.53
   15 105    29    60     1   141.1   111.0    30.1     0.0    0.69   55.60    0.00    0.46    0.47    0.23    4.88    0.09    0.00   54.02     5.1     5.7    4.55    4.23    3.02    2.86    1.51    1.50   44.07    0.07    0.14    0.10    0.10    0.06    0.06    0.03    0.03   98.09    5.14    5.81    4.65    4.33    3.08    2.92    1.55    1.53
   15 106    30    60     1   140.5   113.7    26.8     0.0    0.79   58.82    0.00    0.48    0.51    0.31    5.47    0.09    0.00   58.73     4.7     5.7    4.56    4.25    3.03    2.87    1.52    1.50   39.31    0.04    0.12    0.08    0.09    0.05    0.06    0.03    0.03   98.04    4.73    5.77    4.65    4.34    3.08    2.93    1.55    1.54
   15 107    31    60     1   140.0   115.9    24.1     0.0    0.91   61.64    0.00    0.49    0.54    0.41    6.02    0.09    0.00   20.37    20.9     7.9    4.95    4.36    3.03    2.88    1.52    1.51   35.21    0.02    0.10    0.07    0.08    0.05    0.05    0.03    0.04   55.59   20.94    8.04    5.02    4.44    3.08    2.93    1.56    1.54
   15 108    32    60     1   137.7   116.2    21.4     0.0    1.03   63.43    0.00    0.52    0.54    0.51    8.20    0.33    0.00   21.24    18.3     8.5    5.29    4.45    3.17    2.92    1.58    1.52   31.25    0.01    0.10    0.07    0.08    0.05    0.05    0.03    0.04   52.49   18.34    8.60    5.36    4.53    3.22    2.98    1.61    1.56
   15 109    33    60     1   136.6   117.8    18.7     0.0    1.13   65.71    0.00    0.54    0.56    0.59    9.29    0.41    0.00   25.85    16.7     8.6    5.40    4.46    3.21    2.93    1.60    1.53   27.16    0.00    0.09    0.06    0.07    0.04    0.05    0.03    0.03   53.01   16.75    8.68    5.46    4.53    3.25    2.98    1.63    1.56
   15 110    34    60     1   135.5   119.2    16.3     0.0    1.22   67.76    0.00    0.56    0.57    0.67   10.44    0.41    0.00   31.79    15.5     8.4    5.33    4.40    3.19    2.90    1.59    1.53   23.41    0.00    0.08    0.06    0.07    0.04    0.05    0.03    0.03   55.20   15.45    8.49    5.39    4.47    3.23    2.95    1.63    1.56
   15 111    35    60     1   134.0   119.8    14.1     0.0    1.29   69.36    0.00    0.56    0.59    0.73   11.98    0.41    0.00   36.78    14.3     8.1    5.25    4.34    3.17    2.87    1.59    1.53   20.19    0.00    0.07    0.06    0.06    0.04    0.04    0.03    0.03   56.97   14.27    8.20    5.31    4.41    3.21    2.92    1.62    1.56
   15 112    36    60     1   132.0   119.7    12.3     0.0    1.35   70.63    0.00    0.57    0.59    0.78   14.00    0.41    0.00   37.52    13.9     8.1    5.25    4.35    3.18    2.88    1.59    1.53   17.38    0.00    0.07    0.05    0.06    0.04    0.04    0.03    0.03   54.90   13.86    8.13    5.30    4.41    3.21    2.92    1.62    1.56
   15 113    37    60     1   129.6   119.0    10.6     0.0    1.41   71.73    0.00    0.57    0.60    0.84   16.43    0.41    0.00   38.00    13.2     7.9    5.25    4.35    3.18    2.88    1.60    1.54   14.90    0.00    0.06    0.05    0.05    0.03    0.04    0.03    0.03   52.90   13.19    8.00    5.30    4.41    3.21    2.92    1.63    1.57
   15 114    38    60     1   128.1   118.7     9.4     0.0    1.47   72.73    0.00    0.57    0.60    0.90   18.03    0.41    0.00   38.99    12.6     7.8    5.25    4.36    3.18    2.88    1.60    1.54   13.12    0.00    0.06    0.05    0.05    0.03    0.04    0.03    0.03   52.12   12.59    7.86    5.29    4.41    3.22    2.92    1.63    1.57
   15 115    39    60     1   125.7   117.4     8.3     0.0    1.55   73.66    0.00    0.57    0.61    0.97   20.48    0.41    0.00   39.91    11.5     7.5    5.23    4.36    3.19    2.89    1.60    1.54   11.50    0.00    0.05    0.04    0.05    0.03    0.04    0.03    0.03   51.41   11.55    7.57    5.27    4.41    3.22    2.92    1.63    1.57
   15 116    40    60     1   123.8   116.4     7.3     0.0    1.63   74.52    0.00    0.57    0.61    1.06   22.48    0.41    0.00   40.68    10.8     7.3    5.21    4.37    3.19    2.89    1.61    1.55    9.99    0.00    0.05    0.04    0.05    0.03    0.03    0.03    0.03   50.67   10.81    7.33    5.25    4.41    3.22    2.93    1.63    1.57
   15 117    41    60     1   120.7   114.5     6.2     0.0    1.75   75.32    0.00    0.57    0.61    1.18   25.60    0.41    0.00   38.94    10.7     6.9    5.16    4.37    3.19    2.90    1.61    1.55    8.32    0.00    0.05    0.04    0.05    0.03    0.03    0.03    0.03   47.26   10.75    6.96    5.20    4.42    3.22    2.93    1.64    1.58
   15 118    42    60     1   117.0   112.3     4.8     0.0    1.88   75.97    0.00    0.57    0.62    1.30   29.41    0.41    0.00   30.19    13.5     6.8    5.15    4.38    3.20    2.90    1.61    1.55    6.01    0.01    0.05    0.04    0.05    0.03    0.03    0.03    0.03   36.20   13.55    6.82    5.19    4.42    3.23    2.93    1.64    1.58
   15 119    43    60     1   114.9   110.8     4.1     0.0    2.02   76.42    0.00    0.57    0.62    1.44   31.68    0.41    0.00   27.94    13.8     6.6    5.11    4.37    3.20    2.90    1.62    1.56    4.90    0.01    0.05    0.04    0.05    0.03    0.03    0.03    0.03   32.85   13.85    6.67    5.15    4.41    3.23    2.93    1.64    1.59
   15 120    44    60     1   113.3   109.9     3.4     0.0    2.15   76.88    0.00    0.58    0.63    1.58   33.40    0.41    0.00   27.84    13.6     6.5    5.06    4.33    3.18    2.88    1.62    1.56    3.91    0.01    0.05    0.04    0.05    0.03    0.04    0.03    0.03   31.75   13.62    6.51    5.10    4.38    3.22    2.92    1.64    1.59
   15 121    45    60     1   110.1   107.4     2.7     0.0    2.29   77.24    0.00    0.58    0.64    1.71   36.76    0.41    0.00   10.38    12.6     9.9    6.23    4.59    3.24    2.87    1.62    1.56    2.77    0.02    0.05    0.04    0.05    0.03    0.04    0.03    0.03   13.15   12.65    9.94    6.27    4.64    3.27    2.91    1.64    1.59
   15 122    46    60     1   107.8   105.4     2.4     0.0    2.39   77.43    0.00    0.58    0.64    1.82   39.18    0.41    0.00    8.72    11.1     9.5    6.61    4.89    3.36    2.92    1.62    1.56    2.23    0.02    0.05    0.04    0.05    0.03    0.03    0.03    0.03   10.95   11.09    9.53    6.65    4.94    3.40    2.96    1.65    1.59
   15 123    47    60     1   104.8   102.8     1.9     0.0    2.49   77.61    0.01    0.58    0.65    1.91   42.23    0.41    0.00    5.12     9.5     9.3    6.96    5.20    3.52    3.00    1.64    1.56    1.58    0.02    0.05    0.04    0.05    0.03    0.03    0.03    0.03    6.70    9.51    9.35    7.00    5.24    3.55    3.03    1.67    1.59
   15 124    48    60     1   101.2    99.5     1.7     0.0    2.60   77.75    0.03    0.58    0.65    2.03   44.91    1.39    0.00    4.28     7.8     8.2    6.72    5.27    3.69    3.09    1.76    1.60    1.21    0.03    0.05    0.04    0.05    0.03    0.03    0.03    0.03    5.48    7.85    8.25    6.76    5.32    3.72    3.12    1.79    1.63
   15 125    49    60     1    96.7    95.4     1.3     0.0    2.77   77.90    0.03    0.58    0.66    2.20   49.57    1.39    0.00    2.80     6.4     7.4    6.56    5.34    3.75    3.12    1.78    1.60    0.55    0.03    0.05    0.04    0.05    0.03    0.04    0.03    0.03    3.35    6.40    7.49    6.61    5.39    3.79    3.16    1.81    1.63
   15 126    50    60     1    92.9    91.7     1.2     0.0    2.99   78.05    0.08    0.58    0.67    2.42   53.58    1.39    0.00    1.13     3.8     6.7    6.81    5.66    3.91    3.19    1.80    1.62    0.29    0.04    0.04    0.04    0.05    0.04    0.04    0.03    0.03    1.42    3.81    6.79    6.86    5.71    3.95    3.23    1.83    1.65
   15 127    51    60     1    89.2    87.9     1.2     0.0    3.24   78.19    0.20    0.58    0.67    2.67   55.98    2.80    0.00    0.89     3.0     5.5    6.04    5.48    4.05    3.31    1.92    1.65    0.19    0.05    0.05    0.05    0.05    0.04    0.04    0.03    0.03    1.07    3.03    5.56    6.09    5.54    4.09    3.36    1.96    1.69
   15 128    52    60     1    84.6    83.4     1.2     0.0    3.51   78.34    0.24    0.58    0.68    2.94   60.16    3.41    0.00    0.45     2.2     4.4    5.37    5.27    4.08    3.36    1.98    1.67    0.05    0.05    0.05    0.05    0.06    0.04    0.04    0.04    0.04    0.50    2.25    4.48    5.41    5.32    4.13    3.41    2.01    1.71
   15 129    53    60     1    79.7    78.4     1.2     0.0    3.80   78.50    0.25    0.58    0.68    3.22   65.37    3.41    0.00    0.20     1.4     3.4    4.71    5.05    4.10    3.37    1.99    1.67    0.02    0.05    0.04    0.05    0.06    0.05    0.05    0.04    0.04    0.22    1.47    3.42    4.76    5.11    4.14    3.42    2.03    1.71
   15 130    54    60     1    74.5    73.2     1.3     0.0    4.08   78.66    0.26    0.58    0.68    3.50   70.77    3.48    0.00    0.08     0.8     2.3    3.92    4.64    4.10    3.38    2.00    1.68    0.03    0.05    0.04    0.04    0.06    0.05    0.05    0.04    0.04    0.11    0.90    2.39    3.97    4.70    4.15    3.43    2.04    1.72
   15 131    55    60     1    70.0    68.7     1.3     0.0    4.33   78.81    0.26    0.58    0.68    3.75   75.51    3.48    0.00    0.04     0.5     1.6    3.16    4.18    4.09    3.37    2.00    1.68    0.02    0.05    0.03    0.04    0.06    0.05    0.05    0.04    0.04    0.07    0.57    1.64    3.21    4.24    4.14    3.42    2.04    1.72
   15 132    56    60     1    66.0    64.7     1.3     0.0    4.60   78.97    0.26    0.58    0.68    4.02   79.74    3.48    0.00    0.04     0.3     1.1    2.45    3.58    4.08    3.36    2.00    1.69    0.03    0.05    0.03    0.04    0.05    0.05    0.05    0.04    0.04    0.07    0.39    1.15    2.49    3.63    4.14    3.42    2.05    1.73
   15 133    57    60     1    62.7    61.4     1.3     0.0    4.90   79.15    0.26    0.58    0.68    4.33   83.33    3.48    0.00    0.04     0.2     0.8    1.87    2.93    4.07    3.36    2.01    1.69    0.04    0.06    0.03    0.04    0.05    0.05    0.05    0.04    0.04    0.08    0.30    0.83    1.91    2.98    4.12    3.41    2.05    1.73
   15 134    58    60     1    60.0    58.7     1.3     0.0    5.23   79.33    0.26    0.58    0.68    4.65   86.36    3.48    0.00    0.01     0.2     0.6    1.45    2.33    4.03    3.36    2.01    1.70    0.04    0.06    0.04    0.04    0.04    0.06    0.06    0.04    0.04    0.05    0.22    0.63    1.48    2.37    4.09    3.41    2.06    1.74
   15 135    59    60     1    57.7    56.4     1.3     0.0    5.56   79.53    0.26    0.58    0.68    4.99   89.00    3.48    0.00    0.00     0.1     0.4    1.11    1.79    3.96    3.36    2.02    1.70    0.03    0.06    0.04    0.04    0.04    0.06    0.06    0.05    0.04    0.04    0.16    0.48    1.15    1.83    4.01    3.42    2.06    1.74
   15 136    60    60     1    55.7    54.4     1.3     0.0    5.89   79.73    0.26    0.58    0.68    5.32   91.31    3.48    0.00    0.00     0.1     0.3    0.84    1.34    3.84    3.37    2.02    1.71    0.04    0.06    0.04    0.04    0.04    0.06    0.06    0.05    0.04    0.04    0.12    0.36    0.88    1.38    3.90    3.43    2.07    1.75
   15 137    61    60     1    54.1    52.7     1.3     0.0    6.21   79.93    0.26    0.58    0.68    5.64   93.28    3.48    0.00    0.00     0.0     0.2    0.64    1.00    3.69    3.38    2.03    1.71    0.04    0.06    0.04    0.04    0.04    0.05    0.06    0.05    0.04    0.05    0.10    0.28    0.68    1.04    3.75    3.44    2.08    1.76
   15 138    62    60     1    52.7    51.3     1.3     0.0    6.51   80.12    0.26    0.58    0.69    5.94   94.97    3.48    0.00    0.00     0.0     0.2    0.49    0.75    3.50    3.39    2.04    1.72    0.04    0.06    0.04    0.04    0.04    0.05    0.06    0.05    0.04    0.05    0.09    0.22    0.53    0.79    3.55    3.44    2.09    1.76
   15 139    63    60     1    51.5    50.1     1.3     0.0    6.80   80.31    0.26    0.58    0.69    6.22   96.46    3.48    0.00    0.01     0.0     0.1    0.38    0.57    3.29    3.40    2.05    1.73    0.05    0.06    0.04    0.04    0.03    0.05    0.06    0.05    0.04    0.06    0.08    0.18    0.42    0.60    3.34    3.45    2.09    1.77
   15 140    64    60     1    50.4    49.1     1.3     0.0    7.08   80.48    0.26    0.58    0.69    6.50   97.84    3.48    0.00    0.00     0.0     0.1    0.31    0.45    3.05    3.40    2.05    1.73    0.06    0.05    0.04    0.04    0.03    0.05    0.06    0.05    0.04    0.06    0.07    0.12    0.35    0.49    3.10    3.46    2.10    1.78
   15 141    65    60     1    49.3    48.0     1.3     0.0    7.34   80.65    0.26    0.58    0.69    6.77   99.15    3.48    0.00    0.01     0.0     0.1    0.21    0.37    2.81    3.41    2.06    1.74    0.07    0.07    0.03    0.03    0.03    0.05    0.06    0.05    0.04    0.07    0.08    0.09    0.24    0.40    2.86    3.46    2.10    1.78
   15 142    66    60     1    48.2    47.0     1.3     0.0    7.59   80.81    0.26    0.58    0.69    7.02  100.36    3.61    0.00    0.00     0.0     0.0    0.12    0.28    2.50    3.39    2.08    1.76    0.05    0.07    0.03    0.03    0.03    0.04    0.06    0.04    0.04    0.06    0.08    0.07    0.15    0.31    2.55    3.45    2.13    1.80
   15 143    67    60     1    47.3    46.1     1.2     0.0    7.82   80.95    0.26    0.58    0.69    7.24  101.57    3.61    0.00    0.00     0.0     0.0    0.07    0.18    2.28    3.39    2.09    1.76    0.03    0.05    0.03    0.03    0.03    0.04    0.06    0.04    0.04    0.03    0.06    0.05    0.10    0.20    2.32    3.45    2.13    1.80
   15 144    68    60     1    46.4    45.3     1.1     0.0    8.02   81.08    0.26    0.58    0.69    7.44  102.60    3.61    0.00    0.00     0.0     0.0    0.05    0.11    2.04    3.42    2.09    1.77    0.03    0.04    0.02    0.02    0.02    0.04    0.05    0.04    0.04    0.03    0.05    0.03    0.07    0.14    2.08    3.47    2.14    1.81
   15 145    69    60     1    45.5    44.4     1.1     0.0    8.21   81.20    0.26    0.58    0.69    7.63  103.48    3.85    0.00    0.00     0.0     0.0    0.03    0.07    1.75    3.35    2.12    1.78    0.02    0.03    0.02    0.02    0.02    0.04    0.05    0.04    0.04    0.02    0.04    0.03    0.05    0.09    1.79    3.40    2.16    1.82
   15 146    70    60     1    44.9    43.9     1.1     0.0    8.44   81.32    0.26    0.58    0.69    7.86  104.24    3.89    0.00    0.00     0.0     0.0    0.02    0.05    1.56    3.34    2.13    1.78    0.03    0.03    0.02    0.02    0.02    0.04    0.06    0.04    0.04    0.03    0.04    0.02    0.04    0.07    1.59    3.39    2.17    1.82
   15 147    71    60     1    44.5    43.4     1.1     0.0    8.68   81.44    0.26    0.58    0.69    8.11  104.94    3.89    0.00    0.00     0.0     0.0    0.01    0.03    1.38    3.34    2.13    1.79    0.03    0.04    0.02    0.02    0.02    0.04    0.06    0.04    0.04    0.03    0.04    0.02    0.03    0.05    1.42    3.40    2.17    1.83
   15 148    72    60     1    44.1    43.0     1.1     0.0    8.93   81.56    0.26    0.58    0.69    8.35  105.58    3.89    0.00    0.00     0.0     0.0    0.01    0.02    1.22    3.35    2.14    1.79    0.03    0.04    0.02    0.02    0.02    0.04    0.06    0.04    0.04    0.03    0.04    0.02    0.03    0.04    1.26    3.40    2.18    1.83
   15 149    73    60     1    43.7    42.7     1.1     0.0    9.18   81.69    0.26    0.58    0.69    8.61  106.17    3.89    0.00    0.00     0.0     0.0    0.01    0.02    1.08    3.35    2.14    1.80    0.03    0.04    0.02    0.02    0.02    0.04    0.06    0.04    0.04    0.03    0.04    0.02    0.03    0.04    1.12    3.41    2.18    1.84
   15 150    74    60     1    43.5    42.4     1.1     0.0    9.46   81.82    0.26    0.58    0.69    8.89  106.73    3.89    0.00    0.00     0.0     0.0    0.01    0.02    0.95    3.35    2.15    1.80    0.03    0.04    0.02    0.02    0.02    0.04    0.06    0.04    0.04    0.03    0.04    0.02    0.03    0.04    0.98    3.41    2.19    1.84
   15 151    75    60     1    43.2    42.1     1.1     0.0    9.75   81.96    0.26    0.58    0.69    9.17  107.24    3.89    0.00    0.00     0.0     0.0    0.01    0.01    0.83    3.36    2.15    1.81    0.04    0.04    0.02    0.02    0.02    0.04    0.06    0.04    0.04    0.04    0.05    0.03    0.03    0.04    0.86    3.42    2.20    1.85
   15 152    76   120     2   103.0    43.1    59.9     0.0   10.06   82.11    0.27    0.58    0.73    9.48  107.72    3.89    0.00    1.94     0.0     0.0    0.01    0.01    0.72    3.36    2.16    1.81   91.07    0.05    0.03    0.03    0.03    0.04    0.06    0.04    0.04   93.01    0.05    0.03    0.03    0.04    0.76    3.42    2.20    1.85
   15 153    77   120     2    97.3    51.5    45.8     0.0   10.44   91.38    0.27    0.58    0.76    9.86  113.72    3.89    0.00   15.07     0.0     0.0    0.01    0.02    0.66    3.36    2.17    1.82   69.06    0.07    0.03    0.03    0.03    0.04    0.06    0.04    0.04   84.13    0.07    0.04    0.04    0.05    0.70    3.43    2.21    1.86
   15 154    78   120     2    91.7    57.1    34.6     0.0   10.87   99.39    0.27    0.58    0.79   10.30  119.72    3.89    0.00   23.68     0.0     0.0    0.01    0.02    0.62    3.36    2.17    1.83   51.50    0.08    0.04    0.04    0.04    0.04    0.07    0.05    0.04   75.19    0.10    0.05    0.05    0.06    0.66    3.43    2.22    1.87
   15 155    79   120     2    86.1    60.7    25.3     0.0   11.34  105.82    0.27    0.58    0.82   10.77  125.72    3.89    0.00   29.28     0.0     0.0    0.01    0.02    0.57    3.36    2.18    1.83   37.06    0.10    0.05    0.04    0.04    0.05    0.07    0.05    0.05   66.34    0.12    0.06    0.06    0.07    0.62    3.43    2.23    1.88
   15 156    80   120     2    80.5    62.6    17.9     0.0   11.84  110.74    0.27    0.58    0.85   11.27  131.72    3.89    0.00   32.33     0.0     0.0    0.02    0.03    0.52    3.33    2.19    1.84   25.41    0.10    0.05    0.05    0.05    0.05    0.07    0.05    0.05   57.75    0.13    0.06    0.07    0.07    0.57    3.41    2.24    1.89
   15 157    81   120     2    76.7    64.1    12.6     0.0   12.37  114.61    0.27    0.58    0.88   11.80  136.02    3.89    0.00   34.80     0.0     0.0    0.02    0.03    0.47    3.29    2.20    1.85   17.09    0.10    0.05    0.05    0.05    0.05    0.07    0.05    0.05   51.89    0.14    0.07    0.07    0.08    0.52    3.36    2.25    1.90
   15 158    82   120     2    71.2    63.2     8.1     0.0   12.93  117.14    0.27    0.58    0.90   12.35  142.02    3.89    0.00   33.03     0.1     0.0    0.03    0.04    0.47    3.27    2.21    1.86    9.89    0.12    0.06    0.06    0.06    0.05    0.08    0.05    0.05   42.92    0.17    0.09    0.09    0.10    0.52    3.35    2.27    1.91
